TIME,ROAD_CLASS,DISTRICT,LOCCOORD,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,INITDIR,MANOEUVER,DRIVACT,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,NEIGHBOURHOOD_158
1255,Major Arterial,North York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,,,Parked,,,,,,,,,,Yes,,,,Yes,,,,,Mount Pleasant East
1255,Major Arterial,North York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,,South,Parked,Lost control,,,,,,,,,Yes,,,,Yes,,,,,Mount Pleasant East
1255,Major Arterial,North York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,65 to 69,Major,South,Changing Lanes,Other,,,,,,,,,Yes,,,,Yes,,,,,Mount Pleasant East
1958,Major Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Motorcycle Driver,25 to 29,Major,North,Going Ahead,Other,,,,,,,,,Yes,Yes,,,,Yes,Yes,,,West Queen West
1958,Major Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,55 to 59,,West,Going Ahead,Driving Properly,,,,,,,,,Yes,Yes,,,,Yes,Yes,,,West Queen West
1020,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,35 to 39,Minimal,,,,,,,,,,,,Yes,,,,Yes,,Yes,,,St.Andrew-Windfields
1020,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,40 to 44,Major,South,Stopped,Failed to Yield Right of Way,,,,,,,,,Yes,,,,Yes,,Yes,,,St.Andrew-Windfields
1020,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,50 to 54,Minimal,,,,,,,,,,,,Yes,,,,Yes,,Yes,,,St.Andrew-Windfields
1020,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,50 to 54,,South,Stopped,Driving Properly,,,,,,,,,Yes,,,,Yes,,Yes,,,St.Andrew-Windfields
1020,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,30 to 34,Major,,,,,,,,,,,,Yes,,,,Yes,,Yes,,,St.Andrew-Windfields
2330,Major Arterial,Toronto and East York,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,,West,Going Ahead,Failed to Yield Right of Way,,,,,,,Yes,,Yes,,,,,,Yes,,,Wellington Place
1830,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,40 to 44,Minor,East,Stopped,Driving Properly,,,,,,,,,Yes,,,,Yes,,,,,St.Andrew-Windfields
1535,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,20 to 24,Fatal,North,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,,,,Yes,,Yes,,,,,,,,,Kingsview Village-The Westway
1830,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,Minor,South,Going Ahead,Driving Properly,,,,,,,,,Yes,,,,Yes,,,,,St.Andrew-Windfields
236,Major Arterial,Toronto and East York,Intersection,No Control,Clear,Dark,Wet,Non-Fatal Injury,Approaching,Driver,25 to 29,,South,Going Ahead,Lost control,,,,,,,,,Yes,,,,Yes,Yes,Yes,,Yes,Woodbine-Lumsden
2330,Major Arterial,Toronto and East York,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,,,,Pedestrian hit at mid-block,Running onto Roadway,Had Been Drinking,,,,Yes,,Yes,,,,,,Yes,,,Wellington Place
1830,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,90 to 94,Major,North,Turning Left,Improper Turn,,,,,,,,,Yes,,,,Yes,,,,,St.Andrew-Windfields
315,Major Arterial,Toronto and East York,Intersection,No Control,Snow,"Dark, artificial",Slush,Non-Fatal Injury,SMV Other,Passenger,10 to 14,Minor,,,,,,,,,,,,Yes,,,,Yes,,,,,Woodbine Corridor
916,Major Arterial,Etobicoke York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,65 to 69,,North,Going Ahead,Driving Properly,,,,,,,Yes,,Yes,,,,,,,,,Rexdale-Kipling
2314,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,,West,Going Ahead,Driving Properly,,,,,,,Yes,,Yes,,,,,,,,,Agincourt South-Malvern West
2314,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,North,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,,,,,,Agincourt South-Malvern West
315,Major Arterial,Toronto and East York,Intersection,No Control,Snow,"Dark, artificial",Slush,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Major,,,,,,,,,,,,Yes,,,,Yes,,,,,Woodbine Corridor
916,Major Arterial,Etobicoke York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,,,,Pedestrian hit at mid-block,Other,Normal,,,,Yes,,Yes,,,,,,,,,Rexdale-Kipling
1452,Local,Etobicoke York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Passenger,55 to 59,Minor,,,,,,,,,,,,Yes,,,,Yes,,,,,Edenbridge-Humber Valley
315,Major Arterial,Toronto and East York,Intersection,No Control,Snow,"Dark, artificial",Slush,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Minor,,,,,,,,,,,,Yes,,,,Yes,,,,,Woodbine Corridor
925,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,55 to 59,Major,,,,,,,,,,,,Yes,,,,Yes,,Yes,Yes,,Steeles
315,Major Arterial,Toronto and East York,Intersection,No Control,Snow,"Dark, artificial",Slush,Non-Fatal Injury,SMV Other,Driver,20 to 24,,East,Changing Lanes,Lost control,,,,,,,,,Yes,,,,Yes,,,,,Woodbine Corridor
925,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown,,,,,,,,,,,,,Yes,,,,Yes,,Yes,Yes,,Steeles
315,Major Arterial,Toronto and East York,Intersection,No Control,Snow,"Dark, artificial",Slush,Non-Fatal Injury,SMV Other,Other Property Owner,unknown,,,,,,,,,,,,,Yes,,,,Yes,,,,,Woodbine Corridor
1452,Local,Etobicoke York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,65 to 69,Major,West,Going Ahead,Lost control,,,,,,,,,Yes,,,,Yes,,,,,Edenbridge-Humber Valley
925,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,0 to 4,Minor,,,,,,,,,,,,Yes,,,,Yes,,Yes,Yes,,Steeles
705,Major Arterial,Toronto and East York,Mid-Block,No Control,Other,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,,South,Changing Lanes,Improper Lane Change,,,,,,,Yes,,Yes,,,,,,,,,Kensington-Chinatown
1006,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,,East,Turning Left,Failed to Yield Right of Way,,,,,,,Yes,,Yes,,,,,,Yes,,,Newtonbrook East
705,Major Arterial,Toronto and East York,Mid-Block,No Control,Other,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,45 to 49,Major,West,,,Pedestrian hit at mid-block,Crossing without right of way,Inattentive,,,,Yes,,Yes,,,,,,,,,Kensington-Chinatown
925,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,Minor,East,Going Ahead,Driving Properly,,,,,,,,,Yes,,,,Yes,,Yes,Yes,,Steeles
1911,Local,Toronto and East York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,,East,Unknown,Speed too Fast For Condition,,,,,,,Yes,,Yes,,,,,Yes,Yes,,,Annex
925,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,65 to 69,Major,East,Turning Left,Driving Properly,,,,,,,,,Yes,,,,Yes,,Yes,Yes,,Steeles
1940,Major Arterial,Toronto and East York,Mid-Block,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,,South,Going Ahead,Driving Properly,,,,,,,Yes,,Yes,,,,,,,,,Dufferin Grove
1940,Major Arterial,Toronto and East York,Mid-Block,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,East,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,,,,Yes,,Yes,,,,,,,,,Dufferin Grove
1911,Local,Toronto and East York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,North,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,,,,Yes,,Yes,,,,,Yes,Yes,,,Annex
1006,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,80 to 84,Major,East,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,Yes,,,Newtonbrook East
925,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown,,,,,,,,,,,,,Yes,,,,Yes,,Yes,Yes,,Steeles
1950,Major Arterial,North York,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,,,,,,,,,,,,,Yes,,,,,,,,,Mount Pleasant East
925,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,35 to 39,,East,Stopped,Driving Properly,,,,,,,,,Yes,,,,Yes,,Yes,Yes,,Steeles
1709,Collector,North York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,Major,East,Going Ahead,Following too Close,,,,,,,,,Yes,,,,Yes,,Yes,,,Flemingdon Park
1950,Major Arterial,North York,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,55 to 59,Major,West,Going Ahead,Lost control,,,,,,,,,Yes,,,,,,,,,Mount Pleasant East
925,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown,,,,,,,,,,,,,Yes,,,,Yes,,Yes,Yes,,Steeles
2210,Major Arterial,North York,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,,South,Going Ahead,Driving Properly,,,,,,,Yes,,Yes,,,,,,,,,Don Valley Village
1709,Collector,North York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,45 to 49,Major,,,,,,,,,,,,Yes,,,,Yes,,Yes,,,Flemingdon Park
925,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,Major,North,Going Ahead,Disobeyed Traffic Control,,,,,,,,,Yes,,,,Yes,,Yes,Yes,,Steeles
1950,Major Arterial,North York,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,55 to 59,,West,Slowing or Stopping,Driving Properly,,,,,,,,,Yes,,,,,,,,,Mount Pleasant East
2210,Major Arterial,North York,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,West,,,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Inattentive,,,,Yes,,Yes,,,,,,,,,Don Valley Village
1709,Collector,North York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,35 to 39,Major,East,Turning Left,Driving Properly,,,,,,,,,Yes,,,,Yes,,Yes,,,Flemingdon Park
710,Major Arterial,Etobicoke York,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,65 to 69,Major,North,Turning Left,Improper Turn,,,,,,,,,Yes,,,,Yes,,,,,Stonegate-Queensway
957,Major Arterial,Scarborough,Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,,North,Turning Left,Failed to Yield Right of Way,,,,,,,Yes,,Yes,,,,,,Yes,,,Wexford/Maryvale
1710,Major Arterial,Toronto and East York,Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,,West,Going Ahead,Failed to Yield Right of Way,,,,,,,Yes,,Yes,,,,,,Yes,,,Moss Park
1825,Minor Arterial,Toronto and East York,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Vehicle Owner,unknown,,,,,,,,,,,,,Yes,,,,,,Yes,,,Yonge-Eglinton
710,Major Arterial,Etobicoke York,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,30 to 34,Minor,,,,,,,,,,,,Yes,,,,Yes,,,,,Stonegate-Queensway
957,Major Arterial,Scarborough,Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,South,,,Vehicle turns left while ped crosses without ROW at inter.,Running onto Roadway,Normal,,,,Yes,,Yes,,,,,,Yes,,,Wexford/Maryvale
2325,Minor Arterial,Scarborough,Mid-Block,No Control,Clear,Dark,Wet,Fatal,Approaching,Driver,50 to 54,Fatal,West,Going Ahead,Lost control,,,,,,,,,Yes,,,,,,,,,Morningside Heights
1710,Major Arterial,Toronto and East York,Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,60 to 64,Major,South,,,Pedestrian hit a PXO/ped. Mid-block signal,"Crossing, Pedestrian Crossover",Medical or Physical Disability,,,,Yes,,Yes,,,,,,Yes,,,Moss Park
1825,Minor Arterial,Toronto and East York,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,35 to 39,,West,Going Ahead,Failed to Yield Right of Way,,,,,,,,,Yes,,,,,,Yes,,,Yonge-Eglinton
1330,Major Arterial,Toronto and East York,Mid-Block,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,,South,Going Ahead,Other,,,,,,,Yes,,Yes,,,,,,,,,Runnymede-Bloor West Village
2325,Minor Arterial,Scarborough,Mid-Block,No Control,Clear,Dark,Wet,Fatal,Approaching,Vehicle Owner,unknown,,,,,,,,,,,,,Yes,,,,,,,,,Morningside Heights
710,Major Arterial,Etobicoke York,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown,,,,,,,,,,,,,Yes,,,,Yes,,,,,Stonegate-Queensway
2325,Minor Arterial,Scarborough,Mid-Block,No Control,Clear,Dark,Wet,Fatal,Approaching,Driver,35 to 39,Major,East,Going Ahead,Driving Properly,,,,,,,,,Yes,,,,,,,,,Morningside Heights
1825,Minor Arterial,Toronto and East York,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,40 to 44,Major,South,Going Ahead,Driving Properly,,,,,,,,,Yes,,,,,,Yes,,,Yonge-Eglinton
642,Collector,Toronto and East York,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,,South,Going Ahead,Failed to Yield Right of Way,,,,,,,Yes,,Yes,,,,,,Yes,,,Junction-Wallace Emerson
1330,Major Arterial,Toronto and East York,Mid-Block,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,80 to 84,Major,East,,,Pedestrian hit a PXO/ped. Mid-block signal,"Crossing, Pedestrian Crossover",Normal,,,,Yes,,Yes,,,,,,,,,Runnymede-Bloor West Village
2155,Minor Arterial,Toronto and East York,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,,East,Reversing,Other,,,,,,,Yes,,Yes,,,,,,,,,The Beaches
745,Minor Arterial,Toronto and East York,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,,West,Turning Right,Failed to Yield Right of Way,,,,,,,Yes,,Yes,,,,,,Yes,,,High Park North
642,Collector,Toronto and East York,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,West,,,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,Yes,,,Junction-Wallace Emerson
710,Major Arterial,Etobicoke York,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,35 to 39,,East,Going Ahead,Driving Properly,,,,,,,,,Yes,,,,Yes,,,,,Stonegate-Queensway
1507,Minor Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,40 to 44,Minimal,North,Going Ahead,Disobeyed Traffic Control,,,,,,,,,Yes,,,,,,Yes,Yes,,St Lawrence-East Bayfront-The Islands
2155,Minor Arterial,Toronto and East York,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Major,North,,,Vehicle is reversing and hits pedestrian,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,,,,,,The Beaches
745,Minor Arterial,Toronto and East York,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,South,,,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,Yes,,,High Park North
1632,Major Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Motorcycle Driver,25 to 29,Major,East,Stopped,Driving Properly,,,,,,,,,Yes,Yes,,,,,Yes,,,High Park-Swansea
1507,Minor Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,45 to 49,Major,East,Going Ahead,Driving Properly,,,,,,,,,Yes,,,,,,Yes,Yes,,St Lawrence-East Bayfront-The Islands
1826,Major Arterial,North York,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,,North,Going Ahead,Improper Passing,,,,,,,,Yes,Yes,,,,,,Yes,,,Hillcrest Village
1554,Major Arterial,Toronto and East York,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,,West,Going Ahead,Driving Properly,,,,,,,Yes,,Yes,,,,,,,,,Annex
1500,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,,North,Turning Left,Driving Properly,,,,,,,Yes,,Yes,,,,,,,,,West Humber-Clairville
1632,Major Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,15 to 19,,East,Slowing or Stopping,Following too Close,,,,,,,,,Yes,Yes,,,,,Yes,,,High Park-Swansea
1507,Minor Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Other Property Owner,unknown,,,,,,,,,,,,,Yes,,,,,,Yes,Yes,,St Lawrence-East Bayfront-The Islands
1500,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,80 to 84,Major,South,,,Vehicle turns left while ped crosses without ROW at inter.,Crossing without right of way,Normal,,,,Yes,,Yes,,,,,,,,,West Humber-Clairville
1554,Major Arterial,Toronto and East York,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,North,,,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,Inattentive,,,,Yes,,Yes,,,,,,,,,Annex
1826,Major Arterial,North York,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,40 to 44,Major,West,Going Ahead,,,,,"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.",Driving Properly,Normal,,Yes,Yes,,,,,,Yes,,,Hillcrest Village
1507,Minor Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Other Property Owner,unknown,,,,,,,,,,,,,Yes,,,,,,Yes,Yes,,St Lawrence-East Bayfront-The Islands
1804,Collector,North York,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,65 to 69,,North,Turning Left,Improper Turn,,,,,,,,Yes,Yes,,,,,,,,,Parkwoods-O'Connor Hills
610,Collector,Scarborough,Mid-Block,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Approaching,Vehicle Owner,unknown,,,,,,,,,,,,,Yes,,,,,,Yes,,,Morningside Heights
343,Minor Arterial,North York,Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,25 to 29,,West,Going Ahead,Disobeyed Traffic Control,,,,,,,,,Yes,,,,Yes,,Yes,,,East Willowdale
1836,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,35 to 39,,East,Turning Right,Improper Turn,,,,,,,,Yes,Yes,,,,,,,,,Cliffcrest
1828,Major Arterial,Etobicoke York,Intersection,Pedestrian Crossover,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Passenger,20 to 24,,,,,,,,,,,Yes,,Yes,,,,Yes,,Yes,,,Elms-Old Rexdale
1836,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,65 to 69,Major,East,Going Ahead,,,,,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Driving Properly,Normal,,Yes,Yes,,,,,,,,,Cliffcrest
610,Collector,Scarborough,Mid-Block,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Approaching,Driver,45 to 49,Major,North,Going Ahead,Driving Properly,,,,,,,,,Yes,,,,,,Yes,,,Morningside Heights
1804,Collector,North York,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,South,Going Ahead,,,,,Motorist turned left across cyclists path.,,,,Yes,Yes,,,,,,,,,Parkwoods-O'Connor Hills
343,Minor Arterial,North York,Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Angle,Passenger,15 to 19,Minimal,,Other,,,,,,,,,,Yes,,,,Yes,,Yes,,,East Willowdale
1828,Major Arterial,Etobicoke York,Intersection,Pedestrian Crossover,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Passenger,20 to 24,,,,,,,,,,,Yes,,Yes,,,,Yes,,Yes,,,Elms-Old Rexdale
845,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,40 to 44,,South,Going Ahead,Driving Properly,,,,,,,,,Yes,,,,Yes,,,,,Ionview
610,Collector,Scarborough,Mid-Block,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Approaching,Driver,50 to 54,Major,South,Overtaking,Improper Passing,,,,,,,,,Yes,,,,,,Yes,,,Morningside Heights
2230,Minor Arterial,Toronto and East York,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,5 to 9,Major,,,,,,,,,,,,Yes,,,,Yes,,,,,Caledonia-Fairbank
343,Minor Arterial,North York,Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Angle,Passenger,20 to 24,Major,,Other,,,,,,,,,,Yes,,,,Yes,,Yes,,,East Willowdale
1828,Major Arterial,Etobicoke York,Intersection,Pedestrian Crossover,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Passenger,10 to 14,,,,,,,,,,,Yes,,Yes,,,,Yes,,Yes,,,Elms-Old Rexdale
110,,North York,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Major,,,,,,,,,,,,Yes,,,,Yes,,,,Yes,Forest Hill North
845,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Passenger,5 to 9,,,,,,,,,,,,,Yes,,,,Yes,,,,,Ionview
